SAMN02839609,0.685626
SAMN01915352,0.690203
SAMN02839610,0.685753
SAMN02839611,0.687445
SAMN02142992,0.690422
SAMN02843123,0.686211
SAMN02142993,0.692062
SAMN02142991,0.69126
SAMN02142994,0.691079
SAMN02142995,0.689689
SAMEA33668668,0.669899
SAMEA32999668,0.671215
SAMEA32998168,0.670019
SAMN02841105,0.686645
SAMEA19848418,0.677042
SAMEA5714967,0.687015
SAMEA5714968,0.687834
SAMEA5714969,0.686743
SAMN02842707,0.693623
SAMN02843150,0.690749
SAMN02843153,0.687613
SAMN02843059,0.698936
SAMN02843062,0.694025
SAMN02841107,0.690504
SAMN02839600,0.690208
SAMN02843070,0.693777
SAMN02839601,0.692479
SAMN02843075,0.691493
SAMN02843088,0.69357
SAMN02843071,0.691361
SAMN02843076,0.688503
SAMN02843077,0.690329
SAMN02843089,0.691773
SAMN02843072,0.687858
SAMN02839602,0.692819
SAMN02839603,0.691658
SAMN02839604,0.694121
SAMN02843073,0.69143
SAMN02843132,0.684227
SAMN02843090,0.686437
SAMN02843091,0.686223
SAMN02843109,0.682365
SAMN02843097,0.684722
SAMN02843133,0.682982
SAMN02841108,0.684053
SAMN02843068,0.683352
SAMN02843092,0.684615
SAMN02843098,0.683287
SAMN02843134,0.68384
SAMN02142997,0.685233
SAMN02843111,0.683631
SAMN02843112,0.682917
SAMN01915353,0.688002
SAMN02843113,0.684445
SAMN02843099,0.6844
SAMN02839605,0.693481
SAMN02841111,0.684143
SAMN02841112,0.6856
SAMN02841113,0.684419
SAMN02839606,0.686392
SAMN02842709,0.684936
SAMN02842710,0.685089
SAMN02142996,0.689712
SAMN02841114,0.685643
SAMN02841115,0.68726
SAMN02843135,0.684175
SAMN02843093,0.690644
SAMN02143002,0.691963
SAMN09519608,0.67248
SAMN09519607,0.674196
SAMN09519616,0.67346
SAMN09519617,0.671975
SAMN09519623,0.672702
SAMN09519621,0.673391
SAMN09519624,0.672134
SAMN09519604,0.674504
SAMN09519618,0.673019
SAMN09519610,0.672099
SAMN09519630,0.67298
SAMN09519631,0.672441
SAMN09519615,0.673078
SAMN09519622,0.675339
SAMN09519614,0.674109
SAMN09519634,0.672451
SAMN09519619,0.674627
SAMN09519625,0.67326
SAMN09519633,0.673384
SAMN02843168,0.679406
SAMN02841117,0.680266
SAMN02841118,0.681418
SAMN02843156,0.679207
SAMN02842701,0.68191
SAMN02843157,0.674968
SAMN02843158,0.674007
SAMN02842711,0.676959
SAMN02841109,0.675959
SAMN02843160,0.677002
SAMEA5159763,0.687679
SAMEA32985418,0.688869
SAMN02843095,0.688984
SAMEA33001168,0.681319
SAMEA5159836,0.683463
SAMEA19324918,0.684502
SAMEA33001918,0.686759
SAMN01915349,0.691907
SAMN01915345,0.691656
SAMN02941216,0.693298
SAMN02941219,0.694537
SAMN02941218,0.695422
SAMN02941217,0.693291
SAMN02941215,0.692237
SAMN01915350,0.687495
SAMN02941207,0.686784
SAMN02843147,0.681555
SAMN02839613,0.683425
SAMN02843148,0.681557
SAMN02842702,0.683823
SAMN02839614,0.698008
SAMN02843149,0.682775
SAMN01915346,0.687921
SAMN02941209,0.692457
SAMN02941201,0.696623
SAMN02843065,0.683753
SAMN02843100,0.683308
SAMN02843136,0.683238
SAMN02843137,0.682228
SAMN02843069,0.682674
SAMN02843138,0.681811
SAMN02843064,0.682541
SAMEA32987668,0.677357
SAMEA32988418,0.672057
SAMEA32989168,0.671801
SAMEA2422242,0.678142
SAMN02941220,0.697558
SAMD00013606,0.675354
SAMD00013607,0.676172
SAMD00013608,0.680369
SAMD00013609,0.676303
SAMD00013610,0.678198
SAMD00013611,0.677087
SAMD00013612,0.675822
SAMD00013613,0.677361
SAMD00013963,0.677137
SAMN10598550,0.680067
SAMN10598551,0.67972
SAMN10598552,0.680274
SAMN10598553,0.680515
SAMN10598554,0.682684
SAMN10598555,0.680622
SAMN10598571,0.675943
SAMN10598572,0.677265
SAMN10598575,0.677597
SAMEA5714970,0.680518
SAMEA5159831,0.682306
SAMEA5159830,0.680429
SAMEA5159829,0.680671
SAMN02941179,0.69835
SAMN02941223,0.699966
SAMN02941180,0.70085
SAMN02941181,0.701737
SAMN02941182,0.703022
SAMN02941183,0.700881
SAMN02941184,0.702512
SAMN02941185,0.697123
SAMN02941186,0.697282
SAMN02941187,0.698109
SAMN02941231,0.702311
SAMEA19869418,0.702672
SAMEA5159762,0.68561
SAMEA5160153,0.698606
SAMEA19868668,0.70169
SAMEA19870168,0.702744
SAMEA4644744,0.699774
SAMEA4644745,0.699146
SAMEA5159876,0.697578
SAMEA5159877,0.699274
SAMEA33004918,0.69483
SAMEA33669418,0.697062
SAMN02941230,0.702081
SAMN02941229,0.699476
SAMN02941188,0.69768
SAMN02941224,0.702538
SAMN02941222,0.69645
SAMN02941190,0.695815
SAMN02941191,0.696501
SAMN02941192,0.698429
SAMEA5159889,0.68335
SAMEA5716181,0.684299
SAMEA5159888,0.683907
SAMEA5714980,0.684598
SAMEA5159887,0.684824
SAMEA5714981,0.683908
SAMEA3682652,0.683186
SAMEA5159846,0.685952
SAMEA4780233,0.675095
SAMEA4780234,0.670572
SAMEA4780235,0.674192
SAMEA4780236,0.672553
SAMEA4780237,0.671149
SAMEA4780238,0.673961
SAMEA4780239,0.66972
SAMEA4780240,0.673834
SAMEA4780241,0.672784
SAMEA4780242,0.674431
SAMEA4780243,0.672511
SAMEA4780244,0.671068
SAMEA4780245,0.672339
SAMEA4780246,0.678516
SAMEA4780247,0.670995
SAMEA4780248,0.672697
SAMEA4780249,0.671237
SAMEA4780250,0.673961
SAMEA4780251,0.675217
SAMEA4780252,0.679205
SAMEA4780253,0.672962
SAMEA4780254,0.673535
SAMEA4780255,0.675086
SAMEA4780256,0.673446
SAMEA4780257,0.672404
SAMEA4780258,0.678015
SAMEA4780259,0.679603
SAMEA4780260,0.679206
SAMEA4780262,0.67959
SAMEA4780263,0.678969
SAMN10486398,0.602487
SAMN10486399,0.612282
SAMN10486400,0.599927
SAMN10486401,0.603662
SAMN10131257,0.594781
SAMN10131258,0.600732
SAMN09213443,0.68566
SAMN03839032,0.669873
SAMN04545534,0.620744
SAMN04545538,0.6199
SAMN04978250,0.683207
SAMN04978251,0.684864
SAMN04978252,0.684884
SAMN04978253,0.684382
SAMN04978254,0.685919
SAMN04978255,0.684858
SAMN04978256,0.6859
SAMN04978257,0.685317
SAMN04978258,0.684871
SAMN04978259,0.684651
SAMN08242174,0.612561
SAMN08242175,0.609903
SAMN08242227,0.617886
SAMN08242230,0.612579
SAMEA19849168,0.691596
SAMEA19849918,0.682668
SAMEA19867918,0.690894
SAMEA19873918,0.683487
SAMEA19876168,0.675977
SAMEA2357050,0.687564
SAMEA2821387,0.688904
SAMEA3706827,0.681543
SAMEA3706828,0.679348
SAMEA3706829,0.681411
SAMEA4051548,0.686917
SAMEA4051549,0.684514
SAMEA4560538,0.687856
SAMN08242177,0.606204
SAMN08242223,0.612911
SAMN08242225,0.613937
SAMN08242231,0.608873
SAMN08242232,0.615015
SAMEA4827182,0.684012
SAMEA4827183,0.6853
SAMEA4827184,0.684088
SAMEA4827185,0.682912
SAMEA4827186,0.683565
SAMEA4827187,0.687618
SAMEA4827188,0.68552
SAMEA4827189,0.685776
SAMEA4827190,0.68376
SAMEA4827191,0.685611
SAMEA4827192,0.672993
SAMEA4827193,0.671698
SAMEA4827194,0.674397
SAMEA4827195,0.671637
SAMEA4827196,0.673231
SAMEA5415491,0.680661
SAMEA5564729,0.684337
SAMEA5564730,0.684541
SAMEA5564731,0.684108
SAMEA5564732,0.68426
SAMEA5564733,0.684502
SAMEA5564734,0.682696
SAMEA5564735,0.683725
SAMEA5564736,0.685002
SAMN08242229,0.615839
SAMN08242323,0.670555
SAMN08242327,0.675336
SAMN08242330,0.67117
SAMEA6272128,0.698934
SAMEA6272129,0.700619
SAMEA6272132,0.69695
SAMEA6272133,0.701745
SAMEA6272134,0.700227
SAMEA5159851,0.679115
